index,conated_comments,polarity_emotions,polarity_emotions_ID
4883,මොනාද බං මු කියන්නේ grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat, negative sarcasm,7
4884,මේක උබේ මීම් රිවීව් එකකට දාලා උබම බලලා තනියෙන් හිනා වියන් face_with_tears_of_joy, neutral sarcasm,6
4885,පුකත් හිනා වේනවා බන් මේක අහලාface_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4886,ස්කොලේ ටීච විචාර කිව්වා ඔයිට වඩා ගැලපෙන තාලෙට face_with_tears_of_joy, neutral sarcasm,6
4887,හැම හුත්තම එක වගේ අහලා අප්පිරියයි  පොඩියා අයියේ පට්ට බන්  සත්තු කියන එව ගනන් ගන්න එපා මුන්ට හැම එකක්ම එක වගෙ ඔනෙcat_with_tears_of_joy    , neutral sarcasm,6
4888,මූ පිස්සෙක් ද rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
4889,අපරාදෙ බන් සල්ලි relieved_face, negative anger,10
4890,අම්මො අම්මො රැප් එක සුපිරියක් hibiscus smiling_face_with_hearteyes, positive joy,4
4891,උබනම් කක්ක ගොඩක් පොඩියොpile_of_poo pile_of_poo face_with_tears_of_joy, negative sarcasm,7
4892,කෙල්ලෝ දාලා යන එක පුදුමයක් නෙවෙ බන් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy broken_heart broken_heart broken_heart broken_heart, neutral sarcasm,6
4893,මලගෙවල් රචකයා හොදයි face_with_tears_of_joy, negative sarcasm,7
4894, බිජ්ජ කපන් මැරියන්nauseated_face face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting, negative anger,10
4895,හරියට සැප දුන්නා නම් යාලුවගෙ ඇඳට යනවද බොස්සා rolling_on_the_floor_laughing face_with_tears_of_joy, neutral sarcasm,6
4896,තොට පුලුවන්ද රැප් කරන්න grinning_face_with_sweat, negative sarcasm,7
4897,ගැම්මක් තමයී thumbs_up thumbs_up thumbs_up, positive joy,4
4898,ඊයා face_vomiting, negative anger,10
4899,පොඩියා ඉතිම් කියන්නේ සෙලවෙන මනස තමා ඉතින්  ගැම්මක් තමා ඉතින් පොඩියා face_with_thermometer smiling_face_with_hearts red_heart  backhand_index_pointing_left, positive joy,4
4900,අනෙ හුකෙ නන්නානෙ කියපු කොල්ලො දැන් නෑ නේ face_with_tears_of_joy broken_heart, negative sarcasm,7
4901, මොන පම්කක්ද මේ face_with_tears_of_joy   face_with_tears_of_joy, negative sarcasm,7
4902,මොකද්ද මම දැං ඒ ඇහුවේface_with_tears_of_joy, negative sarcasm,7
4903,මොනොත්තක්ද බන් මේ  මෙවටත් කියන්නෙ රැප් කියලාද බන් ඉතිං    face_with_tears_of_joy broken_heart        woozy_face broken_heart dizzy, negative sarcasm,7
4904,මේව රැප්ද බන් පැල්කවි වගේ face_with_tears_of_joy, negative sarcasm,7
4905,පට්ට අයියෙ ඒක ආතල් විතරයිgrinning_face_with_sweat, positive sarcasm,9
4906,ඊයා ඕයි smiling_face_with_tear, negative sarcasm,7
4907,මේ රැප් එකට බයින උන් කියලා පෙන්නපල්ලකෝ රැප් එකක් උබලා දන්න පයියක් නෑ බන් උට පුලුවන් විදිහට ඌ කියනව අහන්න බැරිනම් හුකහල්ලාknockedout_face ud dizzy dizzy dizzy rolling_on_the_floor_laughing, negative sarcasm,7
4908,ගූ හැත්තෑවයි හුජ්ජ බාල්දියයිgrinning_face_with_sweat, negative sarcasm,7
4909,ගොන් හුත්තාrolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
4910,ඉදකින් මන්දබුද්දිකයා මෙලෝ රහක් නැ face_with_tears_of_joy, negative sarcasm,7
4911,යූ ටියුබ් එකෙත් රිඇක්ට් කරන්න පුලුවන් උනා නම් මරු  rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, positive sarcasm,9
4912,අව්ලක් ඇති   ඒත් ඉතින් අව්ලක්මත් නෑ මොකද හැම මනුස්සයටම එකම විදිය්ට රැප් කරන්න බෑ නෙ  රැප් එකක් කිව්වට රැප් නොවෙන්න අවස්තාවක් තියෙනව ඒත් අර්ථය මාරම විදියට වටිනව  බනින් නැතුව අඩුපාඩු කියන එකයි වටින්නෙ  මොකද මූත් මනුස්සයෙක් අපිට මොකක් හරි ආතල් එකක්නෙ අරන් ඇවිත් තියෙන්නෙ  ඉස්සරහට මේ අඩුපාඩු මකන් හොද එකක් ගේමු පොඩියා   slightly_smiling_face beaming_face_with_smiling_eyes slightly_smiling_face red_heart, neutral sarcasm,6
4913,මොන වෙස  කමක්ද බන් මෙ face_with_tears_of_joy, negative sarcasm,7
4914,අනික් එකා සුපිරිsmiling_face_with_hearts, positive love,0
4915,ආයෙ සිංදු කියන්නෙපා මල්ලි  ටික්ටොක් එකක් කරගෙන හිටපන්slightly_smiling_face, neutral joy,5
4916,වචන ටිකනම් ගැම්මක් ඇහ්heart_suit  drooling_face, positive joy,4
4917,මේව රැප්ද කැරි පොන්නයො face_with_tears_of_joy, negative sarcasm,7
4918,කනට නිකං වට්ටක්ක කාල රෙනව වගේface_with_tears_of_joy, negative sarcasm,7
4919,පෝඩියා නියමයි බං ආදරෙයි බං උබට red_heart  red_heart , positive love,0
4920,මුව අතනින් වැටුණනම් slightly_smiling_face red_heart , negative joy,12
4921,ඇයි යකෝ ඕක අපේ ගමට ඇවිත්ම කරේ විලිලැජ්ජාවේ බැface_with_tears_of_joy broken_heart unamused_face, negative sarcasm,7
4922,අඩො පට්ට බන් පොඩියා revolving_hearts sad_but_relieved_face, positive joy,4
4923,උබට රැප් කියන්න පුලුවන් සින්දු කියන්න පුලුවන් කියලා කිව්ව යාලුවා කව්ද කියපන් මට පොඩ්ඩක් හම්බෙන්නface_with_tears_of_joy middle_finger, neutral sarcasm,6
4924,කලීෆා අක්කත් හිටියා face_with_tears_of_joy, neutral sarcasm,6
4925,ඒකනම් පහරක් පොඩියෝ smiling_face_with_sunglasses, positive joy,4
4926,අමෝ කැප කැපකැරිම ගූ ගොඩක් ගූ කිලෝ එකයි  grinning_face_with_sweat, negative sarcasm,7
4927,ඇයි බං කොල්ලට ඔච්චර උබලා අවුල්රැපේ පොඩි පොඩි අවුල් තියෙනවපටන් ගැන්මක් විදිහට ඉස්සරහට හොද එකක් බලාපොරොත්තු වෙනවාමුලින්ම බැලුවේ මෙ චැනල් එකෙ මේ සිංදුව       sparkling_heart _hand, negative joy,12
4928, අම්බෝ යකෝface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy , neutral sarcasm,6
4929,පොඩියාගේ වීඩියෝ වලිම්  හිනාගිය එකම වීඩියෝ එක face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, positive sarcasm,9
4930,මොන හරියෙද බං මේකෙ සිංදුව තියෙන්නේthinking_face thinking_face thinking_face, neutral anger,11
4931,උබ නම් මහ ගු ගොඩක් face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4932,අම්මෝ සුපිරියක් ආදරෙයි red_heart  smiling_face_with_horns, positive joy,4
4933,අනේ පව් පොඩියා අයියා ලග හිටියනම් බටයක් බස්සනවා  ගෙරි සෙවලයාface_with_tears_of_joy, negative sarcasm,7
4934,ටික් ටොක් වලට බැන බැන මු මේකප් දාල ෆිල්ටරුත් දාගෙන අනෙ මංදාface_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4935,අඩෝ සුපිරී බන් දැන්  පාරකට වඩා ඇහුව   white_heart red_heart , positive love,0
4936,කවදාවත් මිනිහෙක්ට සිංදු කියන්න පුලුවන් කියලා විහිලු කරන්න එපා පේනවනෙ ඒකෙන් විදවන්න වෙන්නෙ අපිටමයි  smiling_face  pile_of_poo, negative sarcasm,7
4937,අනිත් උන්ට උබ හිනා උනෙ කටින් මෙක බලලා උන් හිනාවෙනවා ඇති පුකෙන්  face_with_tears_of_joy, negative sarcasm,7
4938,අඩෝ පොඩියා සුපිරියක් යකෝ මේකපිස්සුවක් යකෝ මේක   snowflake  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart , positive love,0
4939,ඉදකින් තූ පකය රැප් දන්නැත්තම් නොකිය ඉදපම් පකයා rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
4940,තේරුමක් නෑ ඉතිම් rolling_on_the_floor_laughing, negative sarcasm,7
4941,සුද්ද උබව කව්රු හරි රැවැට්ටුවද උබට සින්දු කියන්න පුලුවන් කියල broken_heart, neutral sad,1
4942,ගූ ගොඩක් බන් මේකනම් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4943,පුකෙනුත් හිනා face_with_tears_of_joy broken_heart, negative sarcasm,7
4944,සුපිරියක් පොඩියෝ ආදරෙයි හැමදාම red_heart , positive love,0
4945,මරැ මැනිකred_heart , positive love,0
4946,ඉයා මොනාද මේface_vomiting face_vomiting face_vomiting, negative anger,10
4947,උබනම් ගූ ගොඩක් බං පොඩියා  face_with_tears_of_joy pile_of_poo, negative sarcasm,7
4948,නමේ හැටියට වැඩපොඩ්ඩ ඉතින් පොදිකමට කරන මනීමොංගල් වඩනේඅනුන්ගෙන් ආතල් ගන්න මූ අපිට මෙහෙම ආතල් දේවී කියල කවුද හිතුවෙ     beaming_face_with_smiling_eyes, negative sarcasm,7
4949,සිරාම කියන්නද පොඩියෝ උබට රැප් කියන්න බෑ බ්න්  මේකනන් මහ ජරාවක් මෙච්චර කාලෙකට අහපු කැතම රැප් එක මේකනන් ගූ ගොඩක් nauseated_face face_vomiting, negative anger,10
4950,අඩෝ ඒක පටිට red_heart red_heart red_heart starstruck, positive joy,4
4951,ජාලෙ වට්සැප් ජීවීන් face_with_tears_of_joy face_vomiting, neutral sarcasm,6
4952,ඊයා හුත්තිගෙ පුතෝ  පුලුවන් දෙයක් කරපන් ගොන් හුත්තිගෙ පුතාcat_with_tears_of_joy, negative sarcasm,7
4953,හුත්තො දේවාලෙකට ඝාන්ටාරයක් පූජා කරපන් ඔය ගොතේ යවාගන්න grinning_face_with_sweat grinning_face_with_sweat broken_heart, negative sarcasm,7
4954,මෙහෙම හරි හිනස්සනවට පිංface_with_tears_of_joy, positive sarcasm,9
4955,ඉයා කක්කි ගොඩක් නෙද  රැප් කියන්න කියලා ගොන් පඩයො ෆොම් කරෙ කවුද face_vomiting rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_vomiting, negative sarcasm,7
4956,උබේ ගෑනි උබේ යලුවා එක්ක ඇදේ පෙරලේද්දි උබ මොකද කරේ face_with_tears_of_joy, neutral sarcasm,6
4957,මොන හුත්තක්ද මේ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4958,උඹ වැලලුනrolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
4959,ගොන් පකාcat_with_tears_of_joy, negative sarcasm,7
4960,ආතල් කුඩු ඇ neutral_face, negative anger,10
4961,උබනම්  බෙට්ටක් බන් face_with_tears_of_joy, negative sarcasm,7
4962,ඉයා මොනාද මෙ සින්දු cat_with_tears_of_joy, negative sarcasm,7
4963,ගැම්මක් උට්ටෝface_with_tears_of_joy victory_hand  money_bag money_bag money_bag money_bag, positive joy,4
4964,මරු පැල් කවියක් හුත්තෝ face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4965,හොදටම හිනා ගියා බන් cat_with_tears_of_joy broken_heart, positive sarcasm,9
4966,පහරක් smiling_face_with_hearteyes, positive love,0
4967,ඔහොමම යං පුතාthumbs_up red_heart  herb, neutral joy,5
4968,රැපට සෙට් නෑ බන් උඹල වැද්දංට දෙසන බණ slightly_smiling_face, negative sarcasm,7
4969,මොනෞත්තක්ද මේ ඊයා rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
4970,කොච්චර බැලුත් එපා වේන්නේ නැred_heart , positive love,0
4971,රැප් විතරයි ආසවෙන් අහන්නෙ එකත් කන්නෙප සුද්දා folded_hands, negative sarcasm,7
4972,ඉවසිල්ලක් නෑ කොල්ලෝ heart_suit heart_suit, neutral love,2
4973,ගැම්මක් රොඩියා face_with_tears_of_joy broken_heart, negative sarcasm,7
4974,අම්මෝ rolling_on_the_floor_laughing rolling_on_the_floor_laughing victory_hand , neutral sarcasm,6
4975,අශාන්යා හොදයි බන්  ud face_with_tears_of_joy, positive sarcasm,9
4976,ගැම්මක් තමා ආදරේයි පොඩියෝ face_blowing_a_kiss red_heart flexed_biceps, positive joy,4
4977,රැප් කලාව කන්න එපා පින්නයෝ face_with_symbols_on_mouth face_with_symbols_on_mouth, negative anger,10
4978,ඉතින් මූව දාලා ගියපු එක අහන්න දෙයක්ද යකෝ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
4979,ගැම්මක් red_heart  check_mark, positive love,0
4980,ඕකෙනුත් උබ චාටර් බල්ලො face_with_tears_of_joy broken_heart, negative sarcasm,7
4981, කුප්පි ආමි කියාගෙන හිච්චි උන් ටිකක් අල්ලන් ෆෑන් බේස් එකක් හදාගෙනකුණුහරප ටිකක් කීවාම හෙන වැඩ්ඩා කියලා හිතන් ඉන්න අමු ගොබ්බයෙක් මූ නම්  ඌම ට්රිගර් වෙලා ගූ වෙන ඩයල් එකක් මූ නම් ඇහ් face_with_tears_of_joy face_with_tears_of_joy      face_with_tears_of_joy face_with_tears_of_joy ud face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4982,මොනද බන් මේ රැප් පට්ට චාටර්නෙ දන්න ඔමේගල් එක කරන් හිටහන් බන් nauseated_face nauseated_face nauseated_face nauseated_face, negative anger,10
4983,මුගෙ සුදු face_with_tears_of_joy, positive sarcasm,9
4984,රැප් වලින් ගියපු බොකක් හුත්තො උබ middle_finger, negative anger,10
4985,නොහුකා උබ ආයි සිංදු නොකර අනුන්ගෙ වීඩියො වලට හිනා වෙවී ඉදපන් face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4986,පඩයා අයියා ගැම්මක් face_with_tears_of_joy, negative sarcasm,7
4987,බොරුවට මැට්ටෝ කිවුවේ උබට සිංදු කියන්න පුළුවන් කියලා  ගොබ්බයාface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy middle_finger middle_finger middle_finger middle_finger, negative sarcasm,7
4988,ඒක නම් පහරක් බන්ග් four_leaf_clover wilted_flower sheaf_of_rice winking_face globe_showing_uropefrica globe_showing_uropefrica globe_showing_uropefrica hibiscus, positive joy,4
4989,මේකට මේම් රියැක්ශන් එකක් දාපන් grinning_face_with_sweat, neutral sarcasm,6
4990,කොත්තුවක් කෑවම පහුවදාට බොක්කෙන් එන බීට් එක වගෙrelieved_face, negative sarcasm,7
4991,අඩෝ ඉවසිල්ලක් නැ පොඩියාfire red_heart microphone, neutral joy,5
4992,ආතල් එකට ගහලා කරුමෙට හැදුනම ඕම වෙනවා face_with_tears_of_joy, negative sarcasm,7
4993,ගැම්මක් බන් ඉතින් සුපිරිslightly_smiling_face thumbs_up, positive joy,4
4994,ඇයි ඉතිම්  මේකෙ කක්කා දාන්නේ relieved_face, negative sarcasm,7
4995,නෙදකින් බඩ හපන් මැරියන් යකො  face_with_tears_of_joy, negative sarcasm,7
4996,මොන හුත්තක්ද බං මේ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
4997,අයිස් කැටේ බීච්  ඩොගිබොයිගෙ රැප් මීට වඩා ලස්සනයි යකෝ  red_heart  face_with_tears_of_joy, positive sarcasm,9
4998,මේහේ මොන කක්කි ගොඩක්ද grinning_face, negative sarcasm,7
4999,ඉයා හුත්තෝ මොනවද බන් මෙface_with_tears_of_joy, negative sarcasm,7
5000,ඒ කෙල්ලට එපා වෙන්න ඇති බං ඉතිං මූව face_with_tears_of_joy, negative sarcasm,7
5001,චාටර් බන් හුත්ත grinning_face_with_sweat, negative sarcasm,7
5002,බෙට්ටක් හිර වෙලාද සගොface_with_tears_of_joy thumbs_up, negative sarcasm,7
5003,උබේ හුත්ත උබේ මහන්සියෙන් උබේ කැමැත්තට දාල අනුන්ට හිනා වෙනන් එපා කියනවනම් අනිත් අය  ඒ  අයගෙ මහන්සියෙන් ඒ අයගෙ කැමැත්තට දාන එව්වට උබ පුක ලෙවකාගන්නන යන්නෙ ඇයි cat_with_tears_of_joy broken_heart, negative sarcasm,7
5004,නුවර ගිහිල්ලා මදෑ මහංසි වෙලා අන්තිමට මිනිස්සූ පුකෙන් හිනා වෙනවාface_with_tears_of_joy broken_heart face_with_tears_of_joy, negative sarcasm,7
5005,නූතන පැල් කවි face_vomiting, neutral anger,11
5006,ඇත්ද තොටහරිනෙ පු අමාරුවrolling_on_the_floor_laughing  , negative sarcasm,7
5007,ඇතිද උබට දැන් face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
5008,හුප්තො මටත් පුලුවන්නේ ආර්ටිස්ට් කෙනෙක් වෙන්නcat_with_tears_of_joy, negative sarcasm,7
5009,මොකක්ද ඕයි මේ face_with_tears_of_joy, negative sarcasm,7
5010,බොක හිර වෙලා තිබ්බේ බොසා වාන් දැම්මා වගේ හරි ගියා රැප ඇහුවාම තෑන්ක්ස් බොසා   red_heart  pile_of_poo, negative sarcasm,7
5011,න් උඩ එවුන්ට සෝක් ඇති හැබැයි    face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
5012,ගැම්මක් පොඩියා heart_suit smiling_face_with_hearts, positive love,0
5013,පැල් කවියක්ද බන් face_with_tears_of_joy broken_heart, neutral sarcasm,6
5014,සුපිරියක් තමා පොඩියෝ thumbs_up thumbs_up red_heart , positive joy,4
5015,අදරේ drooling_face, positive joy,4
5016,සුපිරියක් තමා පොඩියෝ heart_suit, positive love,0
5017,මේ චැනල් එකෙන් පෝස්ට් කරපු එකම ෆනී විඩියෝ එක thumbs_up, positive joy,4
5018,මියාට සිංහලත් පුලුවන්ද face_with_tears_of_joy upsidedown_face, neutral sarcasm,6
5019,මොනාද හුත්තො මේ rolling_on_the_floor_laughing middle_finger, negative sarcasm,7
5020,අයියෝ හැමිනෙනවා     face_with_tears_of_joy label  broken_heart, negative sarcasm,7
5021,කලු කිට් එකක් ඇදගත්තු ඩෑල් එක කියන ටික  මරු_hand    , positive joy,4
5022,අයිස් කැටේ බීච්  rolling_on_the_floor_laughing, neutral sarcasm,6
5023,පහරක් red_heart , positive love,0
5024,එකහ් පාර ඕයි  පොඩියා අයියාrevolving_hearts revolving_hearts, positive love,0
5025,මහ රැ ගෙ ඉස්සරහ බල්ලොයි පූසොයි හැමනෙනවා වගෙ හුත්තො face_with_tears_of_joy, negative sarcasm,7
5026,මේ මොන හුත්තක්ද මෙunamused_face, negative anger,10
5027,උබට අරකි බොරු කරපු එක සාධාරණයි මානසික ලෙඩ්ඩු එක්ක ලව් කරන්ඩ බෑ බං rolling_on_the_floor_laughing, negative sarcasm,7
5028,රෙද්දවල් කිය කිය ඇද හොයන්න දෙයක් නැ එක අමුතුම රහක් කිව්වොත් මන් හරි smirking_face smirking_face starstruck, neutral joy,5
5029,මේකෙන් වෙන්නේ තවත් උබ් චාටර් වෙන එක knockedout_face, negative sad,3
5030,ඔකා සුපිටි රාබනක් අරන් ගගහා කිවුවානම් clapping_hands confused_face, neutral anger,11
5031,පොඩියා පට්ට බන් ඒක නම් red_heart  ud fire, positive joy,4
5032,ඔතනින් පැනපන්කලීෆා එයි බලන්න     grinning_face_with_sweat grinning_face_with_sweat, negative sarcasm,7
5033,වසරෙ හොදම පැල් කවිය  මොඩ පොන්නයෙක් පැල්කවි කියනවා face_with_tears_of_joy full_moon_face face_with_tears_of_joy, negative sarcasm,7
5034,එක පහර පොඩියො beaming_face_with_smiling_eyes red_heart , positive joy,4
5035,සෝක් හැබැයි smiling_face_with_sunglasses smiling_face_with_sunglasses, positive joy,4
5036,ඉතින් හුත්තො ලංකාවේ ඉන්න හොද රැප් කියන උනුත් එහෙම තමා උන්ගේ සල්ලි වලින් කරන්නේ එහෙම නැත්තන් තොගෙ සල්ලි වලින් නෙමෙයි නේ උබේ වීඩියෝ බලන්නේ නෑ යූටියුබ් එකේ රැප් ටික අහන් යද්දි අහම්බෙන් එබුනේ යකෝ අඩුම ගානේ අහන්න පුලුවන් විදියට හරි හදන්න තිබ්බා උබ මීට කලින් රැප් අහල නැද්ද උබට මම ටෝක් කරනවා නෙමේ උබ ඔය පින් කරල තියෙන මැසෙජ් එක හින්දයි කිව්වේ නැත්තන් මමත් අහල යනවා ඉදකින් රැප් එකක් අහලා පස්සේ කරපන් උබ face_with_tears_of_joy, neutral sarcasm,6
5037,ගැම්මක් පොඩියෝ    red_heart  red_heart  red_heart  red_heart , positive love,0
5038,කෙල්ලට හොදම යාලුවා හුකනකන් බලන් හිටපු එකා නෙද මේ cat_with_tears_of_joy, negative sarcasm,7
5039,ගිහි පිරිතක්ද බං face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
5040,හූ          loudly_crying_face face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
5041,කිරිපනුගායද මේ හුත්තිගෙ පුතාටface_with_tears_of_joy, negative sarcasm,7
5042,බිල්ලා කෝ face_with_steam_from_nose, negative anger,10
5043,ඇයි  මුගෙ කෙල්ල පිට ගියේ  ලගට එන හැම කෙල්ලම පිට යනවද  smiling_face_with_tear smiling_face_with_tear seenoevil_monkey seenoevil_monkey, neutral sarcasm,6
5044,කෑල්ල ගිය එක සාදාරණයි බං උබව දාලා face_with_tears_of_joy middle_finger, neutral sarcasm,6
5045,පට්ට පොඩියා තවත් රැප් එකක් ඔනෙ ලගදිම smiling_face_with_hearteyes smiling_face_with_hearteyes pleading_face red_heart  red_heart  red_heart  red_heart  red_heart  squinting_face_with_tongue backhand_index_pointing_up, positive joy,4
5046,ඊය යකෝ තොගෙ රැප් නම් අප්පිරියයිනොදකින් බං    broken_heart    pleading_face broken_heart, negative anger,10
5047,මොන හුයන්නක්ද මේ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
5048,වැරදි හදන් යන් කොම්ලො pleading_face red_heart , neutral joy,5
5049,ලස්සනයි අයියෙ relieved_face red_heart , positive joy,4
5050,ක්රෑක්ක්ක්  තුක් ud      face_with_tears_of_joy, negative sarcasm,7
5051,මරු පොඩියා confetti_ball  sparkles , positive joy,4
5052,කක්ක බරේ දගලනවද මන්ද face_with_tears_of_joy pile_of_poo, negative sarcasm,7
5053,ඊයා යකෝ ඔයිට වැඩිය හොඳට ඩුබායි කාන්ති රැප් කරනෝ    face_with_tears_of_joy broken_heart, negative sarcasm,7
5054,මචන් කක්කා බරද face_with_tears_of_joy, negative sarcasm,7
5055, හ්ම් හ්ම් හ්ම්grinning_squinting_face grinning_squinting_face grinning_squinting_face, neutral sarcasm,6
5056,ගැම්මක් පොඩියෝhugging_face hugging_face hugging_face, positive joy,4
5057,අනෙ මමත් හිල කහනවාට මෙ වගෙ පලු කවි බලනවානෙ rolling_on_the_floor_laughing, negative sarcasm,7
5058,අම්මො අම්මො ගැම්මක් තමයි  smiling_face_with_hearteyes smiling_face_with_hearteyes, positive love,0
5059,මුගෙ වීඩියෝ වලින් මේකට විතරයි හිනා ගියෙface_with_tears_of_joy, positive sarcasm,9
5060,මේ හිපාටුවට කෙල්ලෙකුත් ඉදලද එතකොට සැක්rolling_on_the_floor_laughing broken_heart , negative sarcasm,7
5061, මල් පොන්නයෙක් නේ හුත්තෝ උබrolling_on_the_floor_laughing rolling_on_the_floor_laughing  , negative sarcasm,7
5062,ඇයි බං මේක බැලුවෙface_with_tears_of_joy, neutral sarcasm,6
5063,ගැම්මක් හුත්තෝ red_heart, positive love,0
5064,මෙයා වාක්ය ටිකක්ද මේ කියවන්නේ ud face_with_rolling_eyes face_with_raised_eyebrow, neutral anger,11
5065,කොහොමද මේව බලන්නෙgrinning_squinting_face grinning_face_with_sweat face_with_tears_of_joy, neutral sarcasm,6
5066,මූව රවට්ටලා කවුරැ හරි මූට රැප් කියන්න පුලුවන් කියලාsquinting_face_with_tongue grinning_face_with_sweat pile_of_poo, neutral sarcasm,6
5067,ගැම්මක් පොඩියා අයියා  fire fire victory_hand  victory_hand , positive joy,4
5068,පැල් කවියක් කියපන් හුත්තො රැප් කියන කලාවට ලැජ්ජ කරන්නෙ නැතුවface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
5069,පැල් කවි rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
5070,අඩෝ පොඩියා ඒක පාරක් බන් smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts, positive love,0
5071,යුටියුබ් එකේත් හා හා රියැක්ට් එකක් තිබ්බ නම් මරු thumbs_up, positive joy,4
5072,මීට වැඩිය හොදායි උබේ බල්ලාට හිකුවනම්skull, negative anger,10
5073,ජරා ලබ්බක් ඊයා nauseated_face cat_with_tears_of_joy, negative sarcasm,7
