pure_comments,sinhala_texts,pure_unicodes,unique_emojis,polarity_emotions,polarity,emotion,polarity_ID,emotions_ID
මොන හුත්තක්ද බන් මේ  rolling_on_the_floor_laughing rolling_on_the_floor_laughing,මොන හුත්තක්ද බන් මේ   ,  rolling_on_the_floor_laughing rolling_on_the_floor_laughing, rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
ඒක මරු red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart ,ඒක මරු                ,red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart , red_heart, positive love,positive,love,0,0
පක් face_with_tears_of_joy thumbs_up,පක්  ,face_with_tears_of_joy thumbs_up,face_with_tears_of_joy thumbs_up, negative sarcasm,negative,sarcasm,2,3
ඔර්ජිනල් එකත් දපම් හෙට අනිද්දම relieved_face crossed_fingers,ඔර්ජිනල් එකත් දපම් හෙට අනිද්දම  ,relieved_face crossed_fingers,crossed_fingers relieved_face, neutral joy,neutral,joy,1,2
දැන් උබ මේක බලලම හිනා වෙයන්face_with_tears_of_joy face_with_tears_of_joy,දැන් උබ මේක බලලම හිනා වෙයන් ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, positive sarcasm,positive,sarcasm,0,3
මොන ලැට් එකක්දමේface_vomiting,මොන ලැට් එකක්දමේ,face_vomiting,face_vomiting, negative anger,negative,anger,2,4
දැන්නේ දැක්කෙ කතා කරන්නෙ මියා කලීෆා අක්ක නේත face_with_tears_of_joy face_with_tears_of_joy,දැන්නේ දැක්කෙ කතා කරන්නෙ මියා කලීෆා අක්ක නේත  ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
ඉයා ගොබ්බයා face_with_tears_of_joy,ඉයා ගොබ්බයා ,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
අව්ලක් නැ බන් එක සෙට් කියන්න තරම් අව්ල්ක් නැ red_heart,අව්ලක් නැ බන් එක සෙට් කියන්න තරම් අව්ල්ක් නැ ,red_heart,red_heart, neutral love,neutral,love,1,0
ඇයි ඔච්චරම නැමෙන්නෙrolling_on_the_floor_laughing,ඇයි ඔච්චරම නැමෙන්නෙ,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, neutral sarcasm,neutral,sarcasm,1,3
මීට වඩා හොදයි අර පිපුනාද දුර ඈත face_with_tears_of_joy raised_hand,මීට වඩා හොදයි අර පිපුනාද දුර ඈත  ,face_with_tears_of_joy raised_hand,face_with_tears_of_joy raised_hand, neutral sarcasm,neutral,sarcasm,1,3
අයියේ සින්දුවක් කරන්න ආසයී red_heart ,අයියේ සින්දුවක් කරන්න ආසයී  ,red_heart , red_heart, positive love,positive,love,0,0
මගෙ සපත්තු දෙක ගෙනත් දීපන් හුත්තියේface_with_steam_from_nose,මගෙ සපත්තු දෙක ගෙනත් දීපන් හුත්තියේ,face_with_steam_from_nose,face_with_steam_from_nose, negative anger,negative,anger,2,4
අඩෝ සුපිරියක් බං ඉතින් heart_suit  green_heart heart_suit ,අඩෝ සුපිරියක් බං ඉතින්     ,heart_suit  green_heart heart_suit , heart_suit green_heart, positive love,positive,love,0,0
මොන හුත්තක්ද මේbeaming_face_with_smiling_eyes face_with_tears_of_joy,මොන හුත්තක්ද මේ ,beaming_face_with_smiling_eyes face_with_tears_of_joy,face_with_tears_of_joy beaming_face_with_smiling_eyes, negative sarcasm,negative,sarcasm,2,3
මේ සෙල්ලම මාරම ආතල් නවකයෝ වැටුනම අහසින්face_with_tears_of_joy,මේ සෙල්ලම මාරම ආතල් නවකයෝ වැටුනම අහසින්,face_with_tears_of_joy,face_with_tears_of_joy, positive sarcasm,positive,sarcasm,0,3
මස් හොදිත් එක්ක මාශ් මෙලෝස් කනවා වගෙ බන් face_with_tears_of_joy broken_heart,මස් හොදිත් එක්ක මාශ් මෙලෝස් කනවා වගෙ බන්  ,face_with_tears_of_joy broken_heart,broken_heart face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මොකද්ද බන් මේ පොඩියෝ ගූ හැබැයිface_with_tears_of_joy face_with_tears_of_joy,මොකද්ද බන් මේ පොඩියෝ ගූ හැබැයි ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ඒක නම් මරු smiling_face_with_hearteyes red_heart ,ඒක නම් මරු   ,smiling_face_with_hearteyes red_heart , smiling_face_with_hearteyes red_heart, positive love,positive,love,0,0
මේක හොදයි බං අලි එලවන්න face_with_tears_of_joy,මේක හොදයි බං අලි එලවන්න ,face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
ඉරිසියා කාර පුකෙ ආමරු තියන උන්ට අහන් ඉන්න බැහැ කොහොමත් යකො මුන් නිකන් වැලලෙන්න හදන්නෙ උන්ගෙ සල්ලි වලින් කරලා වගෙනේ බලන්න බැරි පින්නයො ඉන්නොනම් නොබලා ඉදපන් hand_with_fingers_splayed ,ඉරිසියා කාර පුකෙ ආමරු තියන උන්ට අහන් ඉන්න බැහැ කොහොමත් යකො මුන් නිකන් වැලලෙන්න හදන්නෙ උන්ගෙ සල්ලි වලින් කරලා වගෙනේ බලන්න බැරි පින්නයො ඉන්නොනම් නොබලා ඉදපන්  ,hand_with_fingers_splayed , hand_with_fingers_splayed, negative anger,negative,anger,2,4
ඊයා  මොනෞත්තක්ද මේ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,ඊයා  මොනෞත්තක්ද මේ   ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ගොං පොඩියාගේ ගූ රැප් එක pile_of_poo,ගොං පොඩියාගේ ගූ රැප් එක ,pile_of_poo,pile_of_poo, negative anger,negative,anger,2,4
තද තදred_heart  heart_suit ,තද තද   ,red_heart  heart_suit , heart_suit red_heart, positive love,positive,love,0,0
මොනවාද පොන්නයෝ මේ රැප්  බඩ යනවා පකයෝ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,මොනවාද පොන්නයෝ මේ රැප්  බඩ යනවා පකයෝ   ,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
සුපිරි පැල් කවිය thumbs_up,සුපිරි පැල් කවිය ,thumbs_up,thumbs_up, positive joy,positive,joy,0,2
පොඩියාව මොන්ටි සෝරි ළමයෙක් වගේ පේන්නෙ මට විතරදface_with_tears_of_joy,පොඩියාව මොන්ටි සෝරි ළමයෙක් වගේ පේන්නෙ මට විතරද,face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
අම්මො පැල් කවිය face_with_tears_of_joy face_with_tears_of_joy,අම්මො පැල් කවිය  ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
තප්පරේකට ෆිල් ටී  හොදයි හිතුණාපහතරට තොවිල් කවියක් වගේwoozy_face,තප්පරේකට ෆිල් ටී  හොදයි හිතුණාපහතරට තොවිල් කවියක් වගේ,woozy_face,woozy_face, positive sarcasm,positive,sarcasm,0,3
ගූ ගොඩක්face_with_tears_of_joy,ගූ ගොඩක්,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මෙලො රහක්  නැ ඔයිneutral_face,මෙලො රහක්  නැ ඔයි,neutral_face,neutral_face, negative anger,negative,anger,2,4
උබ වෙන උන්ට හිනා වෙනකොට හොදයි උබට කට්ටිය හිනා වෙනකොට රිදෙනවා නේ කොල්ලා  ඕකට තමා කියන්නේ අනුන්ට කර දේවල් අනිත් අතට පල දෙනවා කියලා   රැප් එක නම් පැල් කවියක් නෙමෙ පල් කවියක් face_with_tears_of_joy broken_heart face_with_tears_of_joy broken_heart neutral_face sneezing_face,උබ වෙන උන්ට හිනා වෙනකොට හොදයි උබට කට්ටිය හිනා වෙනකොට රිදෙනවා නේ කොල්ලා  ඕකට තමා කියන්නේ අනුන්ට කර දේවල් අනිත් අතට පල දෙනවා කියලා   රැප් එක නම් පැල් කවියක් නෙමෙ පල් කවියක්      ,face_with_tears_of_joy broken_heart face_with_tears_of_joy broken_heart neutral_face sneezing_face,broken_heart face_with_tears_of_joy neutral_face sneezing_face, neutral sarcasm,neutral,sarcasm,1,3
කවදාවත් බීලා කියවනෙක්ට සින්දු කියන්න පුලුවන් කියල ෆෝම් කරන්නෙප මේව ජාතික අපරාදsmiling_face_with_tear face_with_tears_of_joy,කවදාවත් බීලා කියවනෙක්ට සින්දු කියන්න පුලුවන් කියල ෆෝම් කරන්නෙප මේව ජාතික අපරාද ,smiling_face_with_tear face_with_tears_of_joy,face_with_tears_of_joy smiling_face_with_tear, neutral sarcasm,neutral,sarcasm,1,3
වහා නැද්ද  වහාcat_with_tears_of_joy,වහා නැද්ද  වහා,cat_with_tears_of_joy,cat_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ගේමක් ගහමු මචං red_heart  ud fire,ගේමක් ගහමු මචං    ,red_heart  ud fire, fire ud red_heart, positive joy,positive,joy,0,2
සුපිරියක් පොඩියාහ් cat_with_wry_smile sparkling_heart,සුපිරියක් පොඩියාහ්  ,cat_with_wry_smile sparkling_heart,cat_with_wry_smile sparkling_heart, positive joy,positive,joy,0,2
මොනාද බන් මේ කියවන්නේ අනුන්ගෙ ලබ්බවල් වලට හිනා උනාට උබ ඒ ඔක්කොටම වැඩිය උබ සෑහෙන්න විහිලුවක් හුම්තෝ   නෙදකින් rolling_on_the_floor_laughing,මොනාද බන් මේ කියවන්නේ අනුන්ගෙ ලබ්බවල් වලට හිනා උනාට උබ ඒ ඔක්කොටම වැඩිය උබ සෑහෙන්න විහිලුවක් හුම්තෝ   නෙදකින් , rolling_on_the_floor_laughing, rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
කක්කි දාලාface_with_tears_of_joy pile_of_poo pile_of_poo pile_of_poo,කක්කි දාලා   ,face_with_tears_of_joy pile_of_poo pile_of_poo pile_of_poo,face_with_tears_of_joy pile_of_poo, negative sarcasm,negative,sarcasm,2,3
තවත් මෙවගෙ එකක් ඔනීheart_suit  heart_suit ,තවත් මෙවගෙ එකක් ඔනී   ,heart_suit  heart_suit , heart_suit, neutral love,neutral,love,1,0
අතල් බ්රද එක ud smiling_face_with_hearts,අතල් බ්රද එක  ,ud smiling_face_with_hearts,smiling_face_with_hearts ud, positive love,positive,love,0,0
මොන හුත්තක්ද මෙface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy broken_heart,මොන හුත්තක්ද මෙ   ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy broken_heart,broken_heart face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
රැප් කියන්නෙ මේවටද grinning_face_with_sweat face_with_tears_of_joy,රැප් කියන්නෙ මේවටද  ,grinning_face_with_sweat face_with_tears_of_joy,face_with_tears_of_joy grinning_face_with_sweat, neutral sarcasm,neutral,sarcasm,1,3
ගේමක් ගහමු අඩුපාඩු ඇති ඒවා හදාගෙන ඉස්සරහ ට යන්smiling_face_with_hearteyes smiling_face_with_hearteyes heart_suit ,ගේමක් ගහමු අඩුපාඩු ඇති ඒවා හදාගෙන ඉස්සරහ ට යන්   ,smiling_face_with_hearteyes smiling_face_with_hearteyes heart_suit , smiling_face_with_hearteyes heart_suit, neutral love,neutral,love,1,0
අර ගැට්ටෙන් වැටිලා මලා නම් අපි හැමෝම සතුටින් බං අද face_with_tears_of_joy broken_heart,අර ගැට්ටෙන් වැටිලා මලා නම් අපි හැමෝම සතුටින් බං අද  ,face_with_tears_of_joy broken_heart,broken_heart face_with_tears_of_joy, positive sarcasm,positive,sarcasm,0,3
ඒක පට්ට පොඩියා red_heart ,ඒක පට්ට පොඩියා  , red_heart , red_heart, positive love,positive,love,0,0
මොනවාද හුත්තො මේ ගු ගොඩ රැප් වලට අපහාස නොකර හිටු ඊයා ගු කනවා මිට වැඩිය හොදයි expressionless_face expressionless_face _hand,මොනවාද හුත්තො මේ ගු ගොඩ රැප් වලට අපහාස නොකර හිටු ඊයා ගු කනවා මිට වැඩිය හොදයි   ,expressionless_face expressionless_face _hand,_hand expressionless_face, negative anger,negative,anger,2,4
රිටර්න් එක හම්බෙන්නෙ එකට දෙක දෙක face_with_tears_of_joy face_with_tears_of_joy,රිටර්න් එක හම්බෙන්නෙ එකට දෙක දෙක  ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
සෙට් නෑ බන් පොඩියා sad_but_relieved_face,සෙට් නෑ බන් පොඩියා ,sad_but_relieved_face,sad_but_relieved_face, negative sad,negative,sad,2,1
චාජ් වෙලා තිබ්බ බොකත් නැතුව ගියාsmiling_face_with_tear,චාජ් වෙලා තිබ්බ බොකත් නැතුව ගියා,smiling_face_with_tear,smiling_face_with_tear, negative sarcasm,negative,sarcasm,2,3
අනුන්ට දෙන  කුප්පි ඉතුරු වෙලා තියනවනම් ක් විතර උබම බීපන් බඩ සුද්ද වෙන්නත් මතක කරලා එකක් බීපං  බෙට හිර වෙලා වගේ  face_with_tears_of_joy face_with_tears_of_joy ,අනුන්ට දෙන  කුප්පි ඉතුරු වෙලා තියනවනම් ක් විතර උබම බීපන් බඩ සුද්ද වෙන්නත් මතක කරලා එකක් බීපං  බෙට හිර වෙලා වගේ    ,  face_with_tears_of_joy face_with_tears_of_joy , face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ආන් හුකාගත්තා cat_with_tears_of_joy broken_heart,ආන් හුකාගත්තා  ,cat_with_tears_of_joy broken_heart,broken_heart cat_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ලොකු අවුලකුත් නැ නේunamused_face,ලොකු අවුලකුත් නැ නේ,unamused_face,unamused_face, neutral anger,neutral,anger,1,4
අඩෝ කැරි ගැම්මක් බන්cat_with_tears_of_joy heart_suit,අඩෝ කැරි ගැම්මක් බන් ,cat_with_tears_of_joy heart_suit,heart_suit cat_with_tears_of_joy, positive joy,positive,joy,0,2
මුට බැනල තියෙන විදිහ බලන්න ආපු මන්pleading_face face_with_tears_of_joy,මුට බැනල තියෙන විදිහ බලන්න ආපු මන් ,pleading_face face_with_tears_of_joy,face_with_tears_of_joy pleading_face, neutral sarcasm,neutral,sarcasm,1,3
පොඩියා උඹනම් ඊයා අනේface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,පොඩියා උඹනම් ඊයා අනේ  ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
අතින් කරකව්වෙ මොකක්ද බන්   කියලද හිතන් ඉන්නෙ පලයන් හුච් යන්ඩ                  rolling_on_the_floor_laughing,අතින් කරකව්වෙ මොකක්ද බන්   කියලද හිතන් ඉන්නෙ පලයන් හුච් යන්ඩ                  ,                 rolling_on_the_floor_laughing, rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
මොකක්ද හුත්තො ඒ මහගමසේකර කටට දීලා වගේ පොන්නයට  කමෙන්ට් දාල තියෙන උන්ගෙ රසස්වින්දනය බල්ලට ගිහින්ද යකො  face_with_tears_of_joy  face_vomiting face_with_tears_of_joy,මොකක්ද හුත්තො ඒ මහගමසේකර කටට දීලා වගේ පොන්නයට  කමෙන්ට් දාල තියෙන උන්ගෙ රසස්වින්දනය බල්ලට ගිහින්ද යකො     , face_with_tears_of_joy  face_vomiting face_with_tears_of_joy, face_with_tears_of_joy face_vomiting, negative sarcasm,negative,sarcasm,2,3
ආසම කැරැක්ටර් ඔයා පොඩියා ගැම්මක් සහෝ    red_heart  beaming_face_with_smiling_eyes red_heart ,ආසම කැරැක්ටර් ඔයා පොඩියා ගැම්මක් සහෝ        ,    red_heart  beaming_face_with_smiling_eyes red_heart , beaming_face_with_smiling_eyes red_heart, positive joy,positive,joy,0,2
මේ මොන කුනුහරපයක්ද  පොඩි එව්න් සෙල්ලම් බඩු ඉල්ලලා අඩනවා වගේface_with_tears_of_joy,මේ මොන කුනුහරපයක්ද  පොඩි එව්න් සෙල්ලම් බඩු ඉල්ලලා අඩනවා වගේ,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ඒ වචන ටිකනම් සුපිරි කටහඬ තමයි පොඩ්ඩක් අව්ල්  අත්හරින්න එපා ට්රයි කරපං ud red_heart ,ඒ වචන ටිකනම් සුපිරි කටහඬ තමයි පොඩ්ඩක් අව්ල්  අත්හරින්න එපා ට්රයි කරපං   ,ud red_heart , ud red_heart, positive love,positive,love,0,0
රැප් අහලා නැති උන්ට හොදයි unamused_face face_with_tears_of_joy,රැප් අහලා නැති උන්ට හොදයි  ,unamused_face face_with_tears_of_joy,face_with_tears_of_joy unamused_face, neutral sarcasm,neutral,sarcasm,1,3
පොඩිය අයියෙ ඔයා හොදටම කිව්ව සින්දුව කවුරු මොනව කිව්වත් මම ඉන්නව අයියත් එක්ක      smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_smiling_eyes,පොඩිය අයියෙ ඔයා හොදටම කිව්ව සින්දුව කවුරු මොනව කිව්වත් මම ඉන්නව අයියත් එක්ක         ,     smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_smiling_eyes, smiling_face_with_hearteyes smiling_face_with_smiling_eyes, positive joy,positive,joy,0,2
තාලෙට හූවක් කියන්න බැරි එකෙක්ට රැපක් සෙට් උනාම මේ වගේ අත්වැරදීම් වෙනවාfae faf unamused_face,තාලෙට හූවක් කියන්න බැරි එකෙක්ට රැපක් සෙට් උනාම මේ වගේ අත්වැරදීම් වෙනවා  ,fae faf unamused_face,unamused_face faf fae, neutral anger,neutral,anger,1,4
අනුන්ට හිනා උන පොඩියට අන්තිමට හික් ගෑවුන නේ woozy_face,අනුන්ට හිනා උන පොඩියට අන්තිමට හික් ගෑවුන නේ ,woozy_face,woozy_face, negative sarcasm,negative,sarcasm,2,3
කර්මේ පස්සෙං පන්නං එද්දි එන්නෙ පොලිසියෙන් වගේzippermouth_face face_with_tears_of_joy,කර්මේ පස්සෙං පන්නං එද්දි එන්නෙ පොලිසියෙන් වගේ ,zippermouth_face face_with_tears_of_joy,face_with_tears_of_joy zippermouth_face, neutral sarcasm,neutral,sarcasm,1,3
ඊයා කක්ක ගොඩක් නේද පාගන් නැතුව යන්න ඕනි     face_vomiting,ඊයා කක්ක ගොඩක් නේද පාගන් නැතුව යන්න ඕනි     ,    face_vomiting, face_vomiting, negative anger,negative,anger,2,4
හොද හෝ නරක  කොල්ලෙක්ගෙ උත්සාහයක් ඉතින්  red_heart ,හොද හෝ නරක  කොල්ලෙක්ගෙ උත්සාහයක් ඉතින්   , red_heart , red_heart, neutral love,neutral,love,1,0
ඇයි මෙ රැප් කලාව කන්නෙ  ඉයා බුට් කැලි දාලා රැප් ගහනවා smiling_face_with_tear face_with_tears_of_joy middle_finger,ඇයි මෙ රැප් කලාව කන්නෙ  ඉයා බුට් කැලි දාලා රැප් ගහනවා   ,smiling_face_with_tear face_with_tears_of_joy middle_finger,middle_finger face_with_tears_of_joy smiling_face_with_tear, negative sarcasm,negative,sarcasm,2,3
කුප්පි ආර්මි කියන්නෙ යටිපතුල් පිස්සො වගෙ මානසික ලෙඩ්ඩු සෙට් එකක්ද මේ වගෙ ඒවා ඉල්ලන්නෙ face_with_tears_of_joy face_with_tears_of_joy,කුප්පි ආර්මි කියන්නෙ යටිපතුල් පිස්සො වගෙ මානසික ලෙඩ්ඩු සෙට් එකක්ද මේ වගෙ ඒවා ඉල්ලන්නෙ  ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
අඩෝ පට්ට පොඩියා party_popper ,අඩෝ පට්ට පොඩියා  ,party_popper , party_popper, positive joy,positive,joy,0,2
ඇයි මෙ නට නට කතාවක් කියන්නෙface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,ඇයි මෙ නට නට කතාවක් කියන්නෙ   ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
ජාරවක වගේ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,ජාරවක වගේ    ,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
මේ මොකක්ද මෙ face_with_tears_of_joy,මේ මොකක්ද මෙ ,face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
උබේ කලිසම අස්සෙ ඉදි කට්ටක්වත් හිර වෙලා ද කියලා බලාන් ගොන් මයිනෝface_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,උබේ කලිසම අස්සෙ ඉදි කට්ටක්වත් හිර වෙලා ද කියලා බලාන් ගොන් මයිනෝ   ,face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
රැප කාලා හානවා slightly_smiling_face,රැප කාලා හානවා ,slightly_smiling_face,slightly_smiling_face, negative sarcasm,negative,sarcasm,2,3
 කමෙන්ට් බලන්න අවේ  පවු අසරණයා හොදටම නොන්ඩි වෙලා නේ face_with_tears_of_joy beaming_face_with_smiling_eyes face_with_tears_of_joy, කමෙන්ට් බලන්න අවේ  පවු අසරණයා හොදටම නොන්ඩි වෙලා නේ   ,face_with_tears_of_joy beaming_face_with_smiling_eyes face_with_tears_of_joy,beaming_face_with_smiling_eyes face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මෝඩයා face_with_tears_of_joy,මෝඩයා ,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ඊයා හුත්තො බොක බොකface_with_tears_of_joy face_with_tears_of_joy,ඊයා හුත්තො බොක බොක ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
කක්කා දානවා වගේface_with_tears_of_joy,කක්කා දානවා වගේ,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ඒ පැත්තෙන් ඒකත් හොදයි අවුලක් නැ නෙ අනිත් රැප් එක්ක ගලපන්නැතුව මේක වෙනස් එකක් කියල අහල බලහන්කො නිකමට      face_with_rolling_eyes   victory_hand ,ඒ පැත්තෙන් ඒකත් හොදයි අවුලක් නැ නෙ අනිත් රැප් එක්ක ගලපන්නැතුව මේක වෙනස් එකක් කියල අහල බලහන්කො නිකමට          ,    face_with_rolling_eyes   victory_hand , face_with_rolling_eyes victory_hand, neutral joy,neutral,joy,1,2
අනුන්ගේ එවට හිනා වෙන මූට මුගෙ පැල් කවියට හිනා වෙනකොට සැපට ඇති woozy_face,අනුන්ගේ එවට හිනා වෙන මූට මුගෙ පැල් කවියට හිනා වෙනකොට සැපට ඇති ,woozy_face,woozy_face, neutral anger,neutral,anger,1,4
වැලපෙන රැප්  ඔය වදන් හරි නෑ  මුල් ටික පැල් කවි වගේ raised_hand     grinning_face_with_sweat,වැලපෙන රැප්  ඔය වදන් හරි නෑ  මුල් ටික පැල් කවි වගේ      ,raised_hand     grinning_face_with_sweat, raised_hand grinning_face_with_sweat, negative sarcasm,negative,sarcasm,2,3
කියලා වැඩන් නැ ඔයි ඉයා rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,කියලා වැඩන් නැ ඔයි ඉයා   ,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
අඩෝ ගැම්මක් පොඩියෝ ආදරෙයි උබට හැමදාම slightly_smiling_face slightly_smiling_face,අඩෝ ගැම්මක් පොඩියෝ ආදරෙයි උබට හැමදාම  ,slightly_smiling_face slightly_smiling_face,slightly_smiling_face, positive joy,positive,joy,0,2
අඩෝ මේවා අහන්නෙ කොහොමද  කටහඩ ඇහෙද්දි හිනා ගිය උන් මගෙ පැත්තට   rolling_on_the_floor_laughing,අඩෝ මේවා අහන්නෙ කොහොමද  කටහඩ ඇහෙද්දි හිනා ගිය උන් මගෙ පැත්තට   ,   rolling_on_the_floor_laughing, rolling_on_the_floor_laughing, positive sarcasm,positive,sarcasm,0,3
ඒ වෙනස මරු බන් ආසිරාවටම පට්ට බන් බීට් එකත් සුපිරි ට්රැක් එකත් පට්ට බන් අයෙ සුපිරියක් දාපන් මචන් එලියට පට්ට බන්red_heart ud red_heart red_heart ,ඒ වෙනස මරු බන් ආසිරාවටම පට්ට බන් බීට් එකත් සුපිරි ට්රැක් එකත් පට්ට බන් අයෙ සුපිරියක් දාපන් මචන් එලියට පට්ට බන්    ,red_heart ud red_heart red_heart , ud red_heart, positive love,positive,love,0,0
ගැම්ම හුත්තො ඉස්සරටම පලයං  උබනම් වෙනසක් කරනව ලංකාවම හොල්ලල දැක්ක සුපිරිම කොල්ලෙක්    slightly_smiling_face,ගැම්ම හුත්තො ඉස්සරටම පලයං  උබනම් වෙනසක් කරනව ලංකාවම හොල්ලල දැක්ක සුපිරිම කොල්ලෙක්    ,    slightly_smiling_face, slightly_smiling_face, positive joy,positive,joy,0,2
මෙන්න මූට රිදිලා  එතකොට උබත් අනිත් උන්ගේ ඇද හොයන්නේ පුපේ අමාරුවටද  පැල් කවියක් රැපක් කරන්න කලින් හිතන්න තිබ්බනේ කොහොමත් මේකේ ප්රී වීව් එක දැක්කම බලන්න හිතෙන්නෑ අර කරත්ත කවිත් ලස්සනයි මීට වඩා  අනික උබේ ෆෑන්ස්ලට බලන්න නම් මොන එහෙකටද මේක යූ ටියුබ් දැම්මේ මේව නම් ඉතින් කොහොමත් බලන්න බෑ බං හරියට පැලක ඉදන් පැල් කවියක් කියනව වගේ ශානලගෙ රැප් අහල බලපං මධුවගේ මාරියෝගේ අන්න රැප් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ud face_with_tears_of_joy face_with_tears_of_joy victory_hand  victory_hand  victory_hand  victory_hand ,මෙන්න මූට රිදිලා  එතකොට උබත් අනිත් උන්ගේ ඇද හොයන්නේ පුපේ අමාරුවටද  පැල් කවියක් රැපක් කරන්න කලින් හිතන්න තිබ්බනේ කොහොමත් මේකේ ප්රී වීව් එක දැක්කම බලන්න හිතෙන්නෑ අර කරත්ත කවිත් ලස්සනයි මීට වඩා  අනික උබේ ෆෑන්ස්ලට බලන්න නම් මොන එහෙකටද මේක යූ ටියුබ් දැම්මේ මේව නම් ඉතින් කොහොමත් බලන්න බෑ බං හරියට පැලක ඉදන් පැල් කවියක් කියනව වගේ ශානලගෙ රැප් අහල බලපං මධුවගේ මාරියෝගේ අන්න රැප්                 ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ud face_with_tears_of_joy face_with_tears_of_joy victory_hand  victory_hand  victory_hand  victory_hand , face_with_tears_of_joy ud victory_hand, neutral sarcasm,neutral,sarcasm,1,3
